Paper_ID,Document Title,Authors,Publication Year,PDF Link,Publisher,Screening Status,Reason,
PID-199,Symbolic execution for software testing: three decades later,"Cadar, Cristian; Sen, Koushik; ",2013,,"ACM New York, NY, USA",Excluded - Phase 1,Published before 2020,
PID-200,Test Agents: The Next Generation of Test Cases,E. Enoiu; M. Frasheri,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8728945,IEEE,Excluded - Phase 1,Published before 2020,
PID-201,Test-driven agent-oriented software development,M. Merdan; P. Vrba; M. Melik-Merkumians,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6489638,IEEE,Excluded - Phase 1,Published before 2020,
PID-202,Testing of autonomous agents: A critical analysis,S. Ur Rehman; A. Nadeem,2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6550990,IEEE,Excluded - Phase 1,Published before 2020,
PID-203,The Future of AI-Driven Software Engineering,"Valerio Terragni, Annie Vella, Partha Roop, Kelly Blincoe",2025,https://dl.acm.org/doi/full/10.1145/3715003,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-203,The Future of AI-Driven Software Engineering,"Valerio Terragni, Annie Vella, Partha Roop, Kelly Blincoe",2024,https://arxiv.org/abs/2406.07737,arxiv,Ex - Phase 2,Duplicate record across databases,
PID-205,The oracle problem in software testing: A survey,"Barr, Earl T; Harman, Mark; McMinn, Phil; Shahbaz, Muzammil; Yoo, Shin; ",2014,,IEEE,Excluded - Phase 1,Published before 2020,
PID-206,Toward an Embedded Multi-agent System Methodology and Positioning on Testing,C. Barnier; O. -E. -K. Aktouf; A. Mercier; J. -P. Jamont,2017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8109290,IEEE,Excluded - Phase 1,Published before 2020,
PID-207,Toward Data Systems That Are Business Semantic Centric and AI Agents Assisted,C. Pang,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050404,IEEE,Ex - Phase 4,Excluded based on abstract: Focuses on business semantic and not discussing HITL,
PID-208,Toward Testing Self-organizations in Multi-Embedded-Agent Systems,Arthur BaudetOum-El-Kheir AktoufAnnabelle MercierJean-Paul Jamont,2019,https://link.springer.com/chapter/10.1007/978-3-030-30856-8_7,,Excluded - Phase 1,Published before 2020,
PID-209,Towards smart factory for industry 4.0: a self-organized multi-agent system with big data based feedback and coordination,"Wang, Shiyong; Wan, Jiafu; Zhang, Daqiang; Li, Di; Zhang, Chunhua; ",2016,,Elsevier,Excluded - Phase 1,Published before 2020,
PID-210,Toxicity testing in the 21st century: progress in the past decade and future perspectives,D. KrewskiM. E. AndersenM. G. TyshenkoK. KrishnanT. HartungK. BoekelheideJ. F. WambaughD. JonesM. WhelanR. ThomasC. YaukT. Barton-MaclarenI. Cote,2019,https://link.springer.com/article/10.1007/s00204-019-02613-4,,Excluded - Phase 1,Published before 2020,
PID-211,Human-in-the-Loop Hybrid Neuro-Symbolic AI Model for Reliable Data Engineering in High-Stakes Industrial Systems,Manikandan Krishnan; Avinash Reddy Aitha; Keerthi Amistapuram; Botlagunta Preethish Nandan; Pallav Kumar Kaulwar; Jeevani Singireddy,2025,https://ieeexplore.ieee.org/document/11448516,IEEE,Ex - Phase 3,Excluded based on title: Just focuse on HITL rather than Agentic Systems or LLMs).,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
